Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Martin St. Louis,20122013,TBL,L,R,48,17,43,60,0,14,1.25,14,40,3,20,0,0,0,2,112,15.2,21:59,42.9
Steven Stamkos,20122013,TBL,R,C,48,29,28,57,-4,32,1.19,19,39,10,18,0,0,0,2,157,18.5,22:01,49.6
Sidney Crosby,20122013,PIT,L,C,36,15,41,56,26,16,1.56,12,39,3,17,0,0,0,1,124,12.1,21:06,54.3
Alex Ovechkin,20122013,WSH,R,L,48,32,24,56,2,36,1.17,16,29,16,27,0,0,0,4,220,14.6,20:53,0
Patrick Kane,20122013,CHI,L,R,47,23,32,55,11,8,1.17,15,38,8,17,0,0,0,3,138,16.7,20:03,20
Eric Staal,20122013,CAR,L,C,48,18,35,53,5,54,1.1,14,43,3,9,1,1,0,4,152,11.8,21:00,52
Chris Kunitz,20122013,PIT,L,L,48,22,30,52,30,39,1.08,13,36,9,16,0,0,0,5,113,19.5,18:01,44.4
Phil Kessel,20122013,TOR,R,R,48,20,32,52,-3,18,1.08,14,31,6,21,0,0,0,4,161,12.4,19:49,62.5
Taylor Hall,20122013,EDM,L,L,45,16,34,50,5,33,1.11,12,36,4,14,0,0,0,4,154,10.4,18:37,54.7
Ryan Getzlaf,20122013,ANA,R,C,44,15,34,49,14,41,1.11,8,31,4,15,3,3,0,3,99,15.2,20:12,48
Mike Ribeiro,20122013,WSH,L,C,48,13,36,49,-4,53,1.02,7,22,6,27,0,0,0,1,63,20.6,17:50,44.8
Pavel Datsyuk,20122013,DET,L,C,47,15,34,49,21,14,1.04,7,30,8,16,0,3,2,6,107,14,20:11,55
Claude Giroux,20122013,PHI,R,C,48,13,35,48,-7,22,1,6,26,6,21,1,1,0,2,137,9.5,21:10,54.5
Jonathan Toews,20122013,CHI,L,C,47,23,25,48,28,27,1.02,19,39,2,6,2,3,0,5,143,16.1,19:21,59.9
Henrik Zetterberg,20122013,DET,L,C,46,11,37,48,2,18,1.04,5,23,4,23,2,2,0,5,173,6.4,20:31,48.4
Nicklas Backstrom,20122013,WSH,L,C,48,8,40,48,8,20,1,5,30,3,18,0,0,0,1,82,9.8,19:54,51.4
John Tavares,20122013,NYI,L,C,48,28,19,47,-2,18,0.98,19,31,9,16,0,0,0,5,162,17.3,20:46,49.4
Andrew Ladd,20122013,WPG,L,L,48,18,28,46,10,22,0.96,15,40,3,6,0,0,0,4,121,14.9,19:41,53.7
Jakub Voracek,20122013,PHI,L,R,48,22,24,46,-7,35,0.96,14,29,8,17,0,0,0,3,129,17.1,17:14,40
Henrik Sedin,20122013,VAN,L,C,48,11,34,45,19,24,0.94,9,31,1,13,1,1,0,1,70,15.7,19:21,49.4
Nazem Kadri,20122013,TOR,L,C,48,18,26,44,15,23,0.92,13,36,5,8,0,0,0,1,107,16.8,16:03,44.3
Derek Stepan,20122013,NYR,R,C,48,18,26,44,25,12,0.92,13,30,4,10,1,4,0,6,108,16.7,20:55,45.9
Matt Moulson,20122013,NYI,L,L,47,15,29,44,-3,4,0.94,7,29,8,15,0,0,0,0,154,9.7,19:09,100
Alexander Semin,20122013,CAR,R,R,44,13,31,44,14,46,1,9,34,4,9,0,1,0,1,150,8.7,20:57,23.8
Matt Duchene,20122013,COL,L,C,47,17,26,43,-12,12,0.91,15,33,2,9,0,1,1,3,132,12.9,20:55,54.7
PA Parenteau,20122013,COL,R,R,48,18,25,43,-11,38,0.9,12,30,6,13,0,0,0,1,105,17.1,19:09,7.7
Rick Nash,20122013,NYR,L,L,44,21,21,42,16,26,0.95,17,32,3,9,1,1,0,3,176,11.9,19:58,41.7
Anze Kopitar,20122013,LAK,L,C,47,10,32,42,14,16,0.89,10,26,0,16,0,0,0,1,98,10.2,20:29,53.3
Blake Wheeler,20122013,WPG,R,R,48,19,22,41,-3,28,0.85,17,34,2,7,0,0,0,2,129,14.7,18:48,22.2
Thomas Vanek,20122013,BUF,R,L,38,20,21,41,-1,20,1.08,10,26,9,14,1,1,0,2,119,16.8,18:24,66.7
Daniel Sedin,20122013,VAN,L,L,47,12,28,40,12,18,0.85,9,28,3,12,0,0,0,3,138,8.7,19:01,42.9
Joe Thornton,20122013,SJS,L,C,48,7,33,40,6,26,0.83,5,19,2,21,0,0,0,1,85,8.2,18:23,58.5
Max Pacioretty,20122013,MTL,L,L,44,15,24,39,8,28,0.89,11,27,4,12,0,0,0,0,163,9.2,16:31,28.6
Sam Gagner,20122013,EDM,R,C,48,14,24,38,-6,23,0.79,10,21,4,15,0,2,1,1,113,12.4,19:25,43.9
Pascal Dupuis,20122013,PIT,L,R,48,20,18,38,31,26,0.79,17,34,2,3,1,1,0,2,140,14.3,17:30,47.4
Zach Parise,20122013,MIN,L,L,48,18,20,38,2,16,0.79,11,25,7,13,0,0,1,4,182,9.9,20:40,33.3
P.K. Subban,20122013,MTL,R,D,42,11,27,38,12,57,0.9,4,12,7,26,0,0,0,0,126,8.7,23:15,--
Kris Letang,20122013,PIT,R,D,35,5,33,38,16,8,1.09,4,25,1,13,0,0,0,1,95,5.3,25:38,--
Jiri Tlusty,20122013,CAR,L,L,48,23,15,38,15,18,0.79,19,30,4,8,0,0,0,3,117,19.7,18:15,16.7
Jordan Eberle,20122013,EDM,R,R,48,16,21,37,-4,16,0.77,13,28,3,9,0,0,0,3,133,12,19:00,42.1
Mikko Koivu,20122013,MIN,L,C,48,11,26,37,2,26,0.77,11,24,0,13,0,0,1,3,127,8.7,21:06,54
Logan Couture,20122013,SJS,L,C,48,21,16,37,7,4,0.77,14,24,7,12,0,1,0,5,151,13.9,18:06,51.5
Teddy Purcell,20122013,TBL,R,L,48,11,25,36,-1,12,0.75,8,23,3,13,0,0,0,2,94,11.7,16:45,33.3
James Neal,20122013,PIT,L,L,40,21,15,36,5,26,0.9,12,20,9,16,0,0,0,6,136,15.4,17:28,16.7
Patrik Elias,20122013,NJD,L,C,48,14,22,36,5,22,0.75,8,21,5,14,1,1,0,0,118,11.9,18:43,43.6
Corey Perry,20122013,ANA,R,R,44,15,21,36,10,72,0.82,10,25,5,10,0,1,1,5,128,11.7,19:04,20.7
Brad Marchand,20122013,BOS,L,L,45,18,18,36,23,27,0.8,12,30,4,4,2,2,0,5,91,19.8,16:58,50
Chris Stewart,20122013,STL,R,R,48,18,18,36,0,40,0.75,12,24,6,12,0,0,1,3,97,18.6,15:49,29.6
Brad Boyes,20122013,NYI,R,R,48,10,25,35,-6,16,0.73,9,22,1,13,0,0,1,1,97,10.3,18:13,25
Jaromir Jagr,20122013,"DAL,BOS",L,R,45,16,19,35,-2,22,0.78,10,24,6,11,0,0,1,4,115,13.9,18:20,0
Tomas Fleischmann,20122013,FLA,L,L,48,12,23,35,-10,16,0.73,9,21,2,13,1,1,0,2,121,9.9,18:44,50
Michael Ryder,20122013,"DAL,MTL",R,R,46,16,19,35,2,16,0.76,8,18,8,17,0,0,0,5,101,15.8,16:03,33.3
Brad Richards,20122013,NYR,L,C,46,11,23,34,8,14,0.74,8,25,3,9,0,0,0,1,110,10,18:49,50.6
Cody Hodgson,20122013,BUF,R,C,48,15,19,34,-4,20,0.71,11,27,3,5,1,2,0,1,114,13.2,18:24,46.8
Jason Pominville,20122013,"BUF,MIN",R,R,47,14,20,34,1,8,0.72,11,24,2,9,1,1,0,2,118,11.9,20:11,48.6
Troy Brouwer,20122013,WSH,R,R,47,19,14,33,-5,28,0.7,11,16,7,16,1,1,1,5,111,17.1,18:32,47.8
Justin Williams,20122013,LAK,R,R,48,11,22,33,15,22,0.69,10,27,1,6,0,0,0,3,142,7.8,16:59,33.3
Jeff Carter,20122013,LAK,R,C,48,26,7,33,0,16,0.69,18,23,8,10,0,0,1,8,133,19.6,17:35,52.6
Tomas Plekanec,20122013,MTL,L,C,47,14,19,33,3,24,0.7,10,18,4,15,0,0,0,2,133,10.5,19:13,50.6
Evander Kane,20122013,WPG,L,L,48,17,16,33,-3,80,0.69,15,29,2,4,0,0,1,4,190,9,20:27,39.4
David Krejci,20122013,BOS,R,C,47,10,23,33,1,20,0.7,10,26,0,7,0,0,0,5,93,10.8,18:30,55.2
Evgeni Malkin,20122013,PIT,L,C,31,9,24,33,5,36,1.06,5,15,4,18,0,0,0,3,99,9.1,19:42,47.2
Jarome Iginla,20122013,"CGY,PIT",R,R,44,14,19,33,-5,31,0.75,8,21,6,12,0,0,0,3,134,10.5,18:49,49.8
Jamie Benn,20122013,DAL,L,L,41,12,21,33,-12,40,0.8,9,23,3,10,0,0,0,3,110,10.9,19:55,46.1
Mike Richards,20122013,LAK,L,C,48,12,20,32,-8,42,0.67,6,17,6,15,0,0,0,3,82,14.6,16:21,49
Ryan Suter,20122013,MIN,L,D,48,4,28,32,2,24,0.67,1,17,3,15,0,0,0,1,91,4.4,27:17,--
Tyler Seguin,20122013,BOS,R,C,48,16,16,32,23,16,0.67,12,26,4,6,0,0,0,2,161,9.9,17:01,48.9
James van Riemsdyk,20122013,TOR,L,L,48,18,14,32,-7,26,0.67,13,26,5,6,0,0,0,3,140,12.9,19:12,55.8
Patrice Bergeron,20122013,BOS,R,C,42,10,22,32,24,18,0.76,8,27,2,4,0,1,1,3,125,8,19:18,62.1
Bryan Little,20122013,WPG,R,C,48,7,25,32,8,4,0.67,5,26,2,5,0,1,1,2,84,8.3,19:48,51.2
Vincent Lecavalier,20122013,TBL,L,C,39,10,22,32,-5,29,0.82,5,23,5,9,0,0,0,0,86,11.6,17:53,54.5
Michael Cammalleri,20122013,CGY,L,L,44,13,19,32,-15,25,0.73,8,17,5,15,0,0,0,3,102,12.8,18:03,51
Lee Stempniak,20122013,CGY,R,R,47,9,23,32,2,12,0.68,5,22,4,6,0,4,0,2,113,8,17:54,13
Wayne Simmonds,20122013,PHI,R,R,45,15,17,32,-7,84,0.71,9,16,6,16,0,0,0,4,110,13.6,15:38,66.7
Ilya Kovalchuk,20122013,NJD,R,L,37,11,20,31,-6,20,0.84,5,13,2,14,4,4,1,5,123,8.9,23:55,31.8
Jordan Staal,20122013,CAR,L,C,48,10,21,31,-18,32,0.65,9,23,1,7,0,1,0,1,114,8.8,20:06,50.1
Tyler Ennis,20122013,BUF,L,C,47,10,21,31,-14,16,0.66,8,17,2,14,0,0,0,0,108,9.3,17:53,41.9
Ryan Callahan,20122013,NYR,R,R,45,16,15,31,9,12,0.69,8,20,6,8,2,3,1,4,144,11.1,21:31,46.7
Marian Hossa,20122013,CHI,L,R,40,17,14,31,20,16,0.78,12,23,4,6,1,2,3,6,116,14.7,18:02,33.3
Joe Pavelski,20122013,SJS,R,C,48,16,15,31,2,10,0.65,11,19,5,11,0,1,0,5,130,12.3,18:55,51.8
Johan Franzen,20122013,DET,L,R,41,14,17,31,13,41,0.76,8,19,6,12,0,0,0,1,116,12.1,18:05,48.4
Jonathan Huberdeau,20122013,FLA,L,L,48,14,17,31,-15,18,0.65,12,22,2,9,0,0,0,1,112,12.5,16:56,33.3
Patrick Marleau,20122013,SJS,L,C,48,17,14,31,-2,24,0.65,10,16,6,14,1,1,0,3,150,11.3,19:07,47.3
Nail Yakupov,20122013,EDM,L,R,48,17,14,31,-4,24,0.65,11,21,6,10,0,0,1,2,81,21,14:34,0
Lars Eller,20122013,MTL,L,C,46,8,22,30,8,45,0.65,7,25,1,5,0,0,0,1,84,9.5,14:50,49.3
Andrei Markov,20122013,MTL,L,D,48,10,20,30,-9,14,0.63,2,7,8,23,0,0,1,4,79,12.7,24:08,--
Bobby Ryan,20122013,ANA,R,R,46,11,19,30,3,17,0.65,9,24,2,6,0,0,0,1,101,10.9,16:35,30.9
Vinny Prospal,20122013,CBJ,L,L,48,12,18,30,3,32,0.63,8,23,4,7,0,0,0,2,85,14.1,16:32,44.4
Keith Yandle,20122013,PHX,L,D,48,10,20,30,4,54,0.63,5,20,5,10,0,0,0,3,130,7.7,22:15,--
Derick Brassard,20122013,"CBJ,NYR",L,C,47,12,17,29,1,16,0.62,9,18,3,11,0,0,0,1,88,13.6,16:33,48.2
Loui Eriksson,20122013,DAL,L,L,48,12,17,29,-9,8,0.6,9,18,2,10,1,1,1,3,104,11.5,20:07,26.5
Kimmo Timonen,20122013,PHI,L,D,45,5,24,29,3,36,0.64,2,12,3,17,0,0,0,1,78,6.4,21:46,--
Niklas Kronwall,20122013,DET,L,D,48,5,24,29,-5,44,0.6,3,13,2,16,0,0,0,2,67,7.5,24:22,--
Ray Whitney,20122013,DAL,R,L,32,11,18,29,1,4,0.91,7,17,4,12,0,0,0,1,62,17.7,19:24,31.4
Cory Conacher,20122013,"TBL,OTT",L,C,47,11,18,29,3,20,0.62,10,25,1,4,0,0,0,3,67,16.4,13:58,26.7
Cody Franson,20122013,TOR,R,D,45,4,25,29,4,8,0.64,1,16,3,13,0,0,0,0,70,5.7,18:47,--
Frans Nielsen,20122013,NYI,L,C,48,6,23,29,-3,12,0.6,3,18,2,10,1,1,0,1,93,6.5,18:01,48
Kyle Turris,20122013,OTT,R,C,48,12,17,29,6,24,0.6,9,20,3,9,0,0,1,2,118,10.2,19:38,49
Dustin Brown,20122013,LAK,R,R,46,18,11,29,6,22,0.63,10,16,8,13,0,0,0,1,142,12.7,19:30,36.6
Dustin Byfuglien,20122013,WPG,R,D,43,8,20,28,-1,34,0.65,4,18,4,10,0,0,2,2,142,5.6,24:24,--
Brendan Gallagher,20122013,MTL,R,R,44,15,13,28,10,33,0.64,12,24,3,4,0,0,0,3,117,12.8,13:52,32
Radim Vrbata,20122013,PHX,R,R,34,12,16,28,6,14,0.82,9,15,2,12,1,1,0,1,106,11.3,18:19,31.3
David Backes,20122013,STL,R,R,48,6,22,28,5,62,0.58,5,22,1,5,0,1,0,1,100,6,19:37,52.3
David Desharnais,20122013,MTL,L,C,48,10,18,28,-2,26,0.58,8,21,2,7,0,0,0,3,66,15.2,16:28,50
Dion Phaneuf,20122013,TOR,L,D,48,9,19,28,-4,65,0.58,6,12,3,16,0,0,1,1,88,10.2,25:11,--
Shea Weber,20122013,NSH,R,D,48,9,19,28,-2,48,0.58,6,16,3,12,0,0,1,1,124,7.3,25:55,--
Tyler Bozak,20122013,TOR,R,C,46,12,16,28,-1,6,0.61,7,18,4,9,1,1,0,3,61,19.7,20:19,52.6
Dustin Byfuglien,20122013,WPG,R,D,43,8,20,28,-1,34,0.65,4,18,4,10,0,0,2,2,142,5.6,24:24,--
Mark Letestu,20122013,CBJ,R,C,46,13,14,27,7,10,0.59,8,20,3,5,2,2,1,2,92,14.1,16:31,50.1
Brandon Saad,20122013,CHI,L,L,46,10,17,27,17,12,0.59,9,23,0,3,1,1,0,2,98,10.2,16:28,37
Jannik Hansen,20122013,VAN,R,R,47,10,17,27,12,8,0.57,9,24,1,3,0,0,0,2,99,10.1,17:33,9.7
Alex Tanguay,20122013,CGY,L,L,40,11,16,27,-13,22,0.68,8,17,2,9,1,1,1,1,44,25,19:22,39.3
Mark Streit,20122013,NYI,L,D,48,6,21,27,-14,22,0.56,3,16,3,11,0,0,0,1,83,7.2,23:21,--
Shane Doan,20122013,PHX,R,R,48,13,14,27,6,37,0.56,13,24,0,3,0,0,1,2,129,10.1,18:03,26.7
Saku Koivu,20122013,ANA,L,C,47,8,19,27,4,18,0.57,4,19,4,8,0,0,0,0,55,14.6,17:36,51.4
Jiri Hudler,20122013,CGY,L,R,42,10,17,27,-13,22,0.64,5,19,5,8,0,0,0,0,56,17.9,17:10,32.3
Alex Goligoski,20122013,DAL,L,D,47,3,24,27,4,18,0.57,3,15,0,11,0,1,0,0,80,3.8,22:23,--
Marian Gaborik,20122013,"NYR,CBJ",L,R,47,12,15,27,-3,14,0.57,11,18,1,9,0,0,2,5,151,8,18:31,33.3
Tomas Kopecky,20122013,FLA,L,R,47,15,12,27,-8,28,0.57,10,17,4,9,1,1,0,0,92,16.3,17:41,48.8
Matt Cullen,20122013,MIN,L,C,42,7,20,27,9,10,0.64,7,23,0,4,0,0,0,0,79,8.9,15:53,54.7
Brian Campbell,20122013,FLA,L,D,48,8,19,27,-22,12,0.56,2,10,6,17,0,0,0,2,70,11.4,26:25,--
Milan Lucic,20122013,BOS,L,L,46,7,20,27,8,75,0.59,7,25,0,2,0,0,0,0,79,8.9,16:55,48.6
Sergei Gonchar,20122013,OTT,L,D,45,3,24,27,4,26,0.6,1,15,2,12,0,0,1,3,85,3.5,24:00,--
Justin Schultz,20122013,EDM,R,D,48,8,19,27,-17,8,0.56,4,12,4,15,0,0,0,3,85,9.4,21:27,0
Duncan Keith,20122013,CHI,L,D,47,3,24,27,16,31,0.57,1,16,2,10,0,1,0,0,91,3.3,24:07,--
Devin Setoguchi,20122013,MIN,R,R,48,13,14,27,5,20,0.56,8,21,5,6,0,0,1,3,97,13.4,14:26,41.2
Alex Galchenyuk,20122013,MTL,L,C,48,9,18,27,14,20,0.56,9,26,0,1,0,0,0,2,79,11.4,12:19,42.8
Alexander Steen,20122013,STL,L,L,40,8,19,27,5,14,0.68,5,18,3,9,0,0,1,3,129,6.2,19:00,46.1
Mikkel Boedker,20122013,PHX,L,L,48,7,19,26,0,12,0.54,4,19,3,7,0,0,0,2,83,8.4,18:29,9.1
Curtis Glencross,20122013,CGY,L,L,40,15,11,26,-8,18,0.65,11,19,3,6,1,1,0,3,92,16.3,18:14,43.5
Damien Brunner,20122013,DET,R,R,44,12,14,26,-6,12,0.59,9,16,3,10,0,0,0,1,123,9.8,15:35,40
Daniel Alfredsson,20122013,OTT,R,R,47,10,16,26,1,33,0.55,7,14,3,11,0,1,0,2,101,9.9,19:21,42.1
Mike Green,20122013,WSH,R,D,35,12,14,26,-3,20,0.74,8,12,4,14,0,0,1,2,96,12.5,24:51,--
Brayden Schenn,20122013,PHI,L,C,47,8,18,26,-8,24,0.55,6,16,2,10,0,0,0,0,79,10.1,15:32,45.5
Brian Gionta,20122013,MTL,R,R,48,14,12,26,3,8,0.54,9,19,5,7,0,0,0,3,112,12.5,18:07,33.3
Patrik Berglund,20122013,STL,L,C,48,17,8,25,-2,12,0.52,10,17,5,6,2,2,1,3,74,23,16:50,46.3
Brenden Morrow,20122013,"DAL,PIT",L,L,44,12,13,25,-3,37,0.57,10,21,2,4,0,0,0,2,55,21.8,14:52,54.2
David Perron,20122013,STL,R,L,48,10,15,25,0,44,0.52,8,19,2,6,0,0,0,2,84,11.9,18:00,36.4
David Legwand,20122013,NSH,L,C,48,12,13,25,-6,20,0.52,10,21,2,4,0,0,0,2,78,15.4,18:26,50.2
Slava Voynov,20122013,LAK,R,D,48,6,19,25,5,14,0.52,5,17,1,8,0,0,0,2,79,7.6,22:18,100
Jeff Skinner,20122013,CAR,L,L,42,13,11,24,-21,26,0.57,8,15,5,9,0,0,0,0,159,8.2,18:28,47.7
Paul Stastny,20122013,COL,L,C,40,9,15,24,-7,14,0.6,7,14,2,10,0,0,0,1,87,10.3,19:21,52.4
Francois Beauchemin,20122013,ANA,L,D,48,6,18,24,19,22,0.5,5,16,1,8,0,0,0,0,74,8.1,23:27,--
